tile_x,tile_y,zoom,inside_polygon
67847,47174,17,0
67847,47175,17,0
67847,47176,17,0
67847,47177,17,0
67847,47178,17,0
67847,47179,17,0
67847,47180,17,0
67847,47181,17,0
67847,47182,17,0
67847,47183,17,0
67847,47184,17,0
67847,47185,17,0
67847,47186,17,0
67847,47187,17,0
67847,47188,17,0
67847,47189,17,0
67847,47190,17,0
67847,47191,17,0
67847,47192,17,0
67847,47193,17,0
67847,47194,17,0
67847,47195,17,0
67847,47196,17,0
67847,47197,17,0
67847,47198,17,0
67847,47199,17,0
67847,47200,17,0
67847,47201,17,0
67847,47202,17,0
67847,47203,17,0
67847,47204,17,0
67847,47205,17,0
67847,47206,17,0
67847,47207,17,0
67847,47208,17,0
67847,47209,17,0
67847,47210,17,0
67847,47211,17,0
67847,47212,17,0
67847,47213,17,0
67847,47214,17,0
67847,47215,17,0
67847,47216,17,0
67847,47217,17,0
67847,47218,17,0
67847,47219,17,0
67847,47220,17,0
67847,47221,17,0
67847,47222,17,0
67847,47223,17,0
67847,47224,17,0
67847,47225,17,0
67847,47226,17,0
67847,47227,17,0
67847,47228,17,0
67847,47229,17,0
67847,47230,17,0
67847,47231,17,0
67847,47232,17,0
67847,47233,17,0
67847,47234,17,0
67847,47235,17,0
67847,47236,17,0
67847,47237,17,0
67847,47238,17,0
67847,47239,17,0
67847,47240,17,0
67847,47241,17,0
67847,47242,17,0
67847,47243,17,0
67847,47244,17,0
67847,47245,17,0
67847,47246,17,0
67847,47247,17,0
67847,47248,17,0
67847,47249,17,0
67847,47250,17,0
67847,47251,17,0
67847,47252,17,0
67847,47253,17,0
67847,47254,17,0
67847,47255,17,0
67847,47256,17,0
67847,47257,17,0
67847,47258,17,0
67847,47259,17,0
67847,47260,17,0
67847,47261,17,0
67847,47262,17,0
67847,47263,17,0
67847,47264,17,0
67847,47265,17,0
67847,47266,17,0
67847,47267,17,0
67847,47268,17,0
67847,47269,17,0
67847,47270,17,0
67847,47271,17,0
67847,47272,17,0
67847,47273,17,0
67848,47098,17,0
67848,47099,17,0
67848,47100,17,0
67848,47101,17,0
67848,47102,17,0
67848,47103,17,0
67848,47104,17,0
67848,47105,17,0
67848,47106,17,0
67848,47107,17,0
